index,cluster_id,span_days,iqr_days,log_mean_gap_seconds,rejected
145,655,68.0,67.0,14.893103479408309,False
146,657,68.0,67.0,14.893103479408309,False
147,664,234.0,2.0,13.325556508683368,False
148,669,68.0,67.0,14.893103479408309,False
149,672,68.0,67.0,14.893103479408309,False
150,673,68.0,67.0,14.893103479408309,False
151,681,14.0,2.5,12.21404081517935,False
152,683,206.0,3.0,14.296723850783357,False
153,685,68.0,67.0,14.893103479408309,False
154,695,68.0,67.0,14.893103479408309,False
155,703,220.0,1.0,14.457785408150462,False
156,713,68.0,67.0,14.893103479408309,False
157,720,68.0,67.0,14.893103479408309,False
158,734,112.0,25.0,14.005800284407405,False
159,735,12.0,2.0,11.654425027243928,False
160,739,81.0,10.0,12.716669671741164,False
161,742,81.0,12.0,12.716669671741164,False
162,746,332.0,22.0,14.33866457965242,False
163,749,68.0,68.0,14.893103479408309,False
164,756,203.0,2.0,14.482724356497714,False
165,763,7.0,0.0,11.520893634619405,False
166,765,556.0,3.0,14.286313867380574,False
167,766,68.0,68.0,14.893103479408309,False
168,771,348.0,199.0,14.385732090510405,False
169,773,68.0,67.0,14.893103479408309,False
170,775,68.0,67.0,14.893103479408309,False
171,778,224.0,220.0,14.293482356859187,False
172,780,224.0,3.0,13.642894790718037,False
173,783,332.0,3.0,14.33866457965242,False
174,784,364.0,3.0,14.219374384705464,False
175,786,604.0,33.75,14.056745086022653,False
176,788,81.0,10.0,12.716669671741164,False
177,793,81.0,12.0,12.716669671741164,False
178,794,224.0,6.0,13.642894790718037,False
179,800,68.0,67.0,14.893103479408309,False
180,803,225.0,3.0,13.787111083442577,False
181,807,47.0,42.75,13.270980407446892,False
182,811,346.0,205.0,13.24288981629775,False
183,816,68.0,67.0,14.893103479408309,False
184,828,8.0,2.0,11.654425027243928,False
185,839,43.0,41.5,13.518505158051608,False
186,845,217.0,1.0,15.360345947212716,False
187,846,232.0,0.0,14.328573676670457,False
188,860,24.0,3.0,12.242211692146046,False
189,861,68.0,3.0,12.947193330352995,False
190,867,68.0,67.0,14.893103479408309,False
191,873,68.0,67.0,14.893103479408309,False
192,879,221.0,22.0,13.992316934070118,False
193,880,81.0,10.0,12.716669671741164,False
194,882,54.0,2.0,13.276285459676586,False
195,891,81.0,10.0,12.716669671741164,False
196,897,226.0,202.0,12.836034235483005,False
197,899,232.0,3.0,13.768957888735034,False
198,905,68.0,67.0,14.893103479408309,False
199,906,222.0,0.0,14.20447097920289,False
200,909,226.0,3.0,13.651783738135283,False
201,911,68.0,67.0,14.893103479408309,False
202,922,68.0,67.0,14.893103479408309,False
203,940,81.0,10.0,12.716669671741164,False
204,944,18.0,1.0,13.563967532128366,False
205,956,29.0,2.75,12.094981455163362,False
206,957,203.0,2.0,14.73403878477862,False
207,969,21.0,1.0,11.926358742727569,False
208,985,145.0,1.0,14.264035155532886,False
209,986,217.0,4.0,13.65559785497429,False
210,988,333.0,1.0,13.773688063110436,False
211,997,81.0,10.0,12.716669671741164,False
212,1019,280.0,1.25,14.603637285163027,False
213,1025,220.0,52.0,14.195421143682973,False
214,1026,68.0,67.0,14.893103479408309,False
215,1028,189.0,42.0,14.305904876857744,False
216,1033,234.0,201.0,13.388076865664702,False
217,1034,43.0,1.0,13.741648709365819,False
218,1036,222.0,132.0,13.996831614424645,False
219,1037,224.0,12.0,13.782656733093196,False
220,1039,1.0,0.0,11.366742954792146,False
221,1043,81.0,10.0,12.716669671741164,False
222,1051,222.0,197.0,13.67837788330611,False
223,1054,225.0,3.0,14.074793155894357,False
224,1060,68.0,67.0,14.893103479408309,False
225,1063,68.0,68.0,14.893103479408309,False
226,1067,17.0,2.0,11.802061026049993,False
227,1083,342.0,197.0,13.800356310192596,False
228,1088,114.0,64.0,13.618034753398643,False
229,1095,68.0,67.0,14.893103479408309,False
230,1096,221.0,150.0,13.874533898413736,False
231,1100,350.0,2.0,15.027451531939388,False
232,1102,219.0,55.0,14.11675735499339,False
233,1107,0.0,0.0,,False
234,1108,81.0,13.0,12.716669671741164,False
235,1112,392.0,204.0,13.466803783674719,False
236,1116,452.0,16.0,14.01468923182465,False
237,1120,13.0,1.0,12.833080023585573,False
238,1129,232.0,30.25,13.481275816283253,False
239,1133,253.0,39.0,13.681256618651467,False
240,1140,68.0,67.25,14.893103479408309,False
241,1142,12.0,2.5,12.059890135352092,False
242,1148,68.0,67.0,14.893103479408309,False
243,1156,234.0,66.0,13.388076865664702,False
244,1157,12.0,1.0,11.905739455524834,False
245,1158,68.0,67.0,14.893103479408309,False
246,1159,22.0,1.5,12.260560830814244,False
247,1164,221.0,24.0,14.367010383511529,False
248,1165,219.0,135.75,14.270908034820648,False
249,1166,218.0,23.5,13.860866259685071,False
250,1180,209.0,2.0,14.629635665077123,False
251,1186,68.0,67.0,14.893103479408309,False
252,1192,288.0,34.0,14.631808162129722,False
253,1193,224.0,24.5,14.293482356859187,False
254,1203,220.0,1.0,14.275463851356509,False
255,1207,68.0,67.0,14.893103479408309,False
256,1221,81.0,10.0,12.716669671741164,False
257,1223,220.0,67.0,13.869998743248344,False
258,1224,239.0,51.0,14.27825714926212,False
259,1231,289.0,2.75,14.635274370106208,False
260,1235,220.0,3.0,14.457785408150462,False
261,1236,221.0,202.0,14.056855455207689,False
262,1253,216.0,3.0,14.439436269482266,False
263,1260,220.0,19.0,13.62487628521536,False
264,1262,68.0,67.0,14.893103479408309,False
265,1265,81.0,10.0,12.716669671741164,False
266,1269,227.0,3.0,14.489107879279503,False
267,1271,220.0,28.0,13.927157157088292,False
268,1277,68.0,68.0,14.893103479408309,False
269,1279,68.0,67.0,14.893103479408309,False
270,1281,20.0,1.0,12.059890135352092,False
271,1289,200.0,2.0,14.71915017228487,False
272,1291,69.0,65.0,13.809089990161352,False
273,1293,68.0,67.0,14.893103479408309,False
274,1299,81.0,10.0,12.716669671741164,False
275,1301,81.0,10.0,12.716669671741164,False
276,1310,81.0,10.0,12.716669671741164,False
277,1312,198.0,22.5,14.457785408150462,False
278,1316,68.0,67.0,14.893103479408309,False
279,1318,220.0,139.0,13.502273963123027,False
280,1319,221.0,200.25,14.2799990065219,False
281,1324,68.0,67.0,14.893103479408309,False
282,1326,6.0,1.0,12.059890135352092,False
283,1327,18.0,11.5,12.311204563632998,False
284,1333,204.0,3.0,14.199956298848363,False
285,1335,68.0,67.0,14.893103479408309,False
286,1338,81.0,13.0,12.716669671741164,False
287,1342,81.0,10.0,12.716669671741164,False
288,1345,18.0,14.0,12.177673171008475,False
289,1353,68.0,68.0,14.893103479408309,False
290,1363,7.0,1.0,12.21404081517935,False
291,1364,228.0,215.25,13.362101379261441,False
292,1376,224.0,4.0,14.581164429310968,False
293,1379,204.0,2.0,14.286967675837992,False
294,1383,68.0,67.0,14.893103479408309,False
295,1386,68.0,68.0,14.893103479408309,False
296,1394,17.0,1.5,12.408196829620309,False
297,1403,68.0,67.0,14.893103479408309,False
298,1404,68.0,68.0,14.893103479408309,False
299,1410,81.0,10.0,12.716669671741164,False
300,1412,81.0,10.0,12.716669671741164,False
301,1413,81.0,10.0,12.716669671741164,False
302,1419,68.0,67.0,14.893103479408309,False
303,1422,220.0,4.0,14.195421143682973,False
304,1426,81.0,10.0,12.716669671741164,False
305,1428,81.0,10.0,12.716669671741164,False
306,1434,198.0,63.0,14.863250516258628,False
307,1439,17.0,2.0,12.408196829620309,False
308,1441,0.0,0.0,,False
309,1444,213.0,2.0,14.936275651273517,False
310,1448,81.0,10.0,12.716669671741164,False
311,1468,219.0,2.0,14.964055215380593,False
312,1471,81.0,10.0,12.716669671741164,False
313,1474,220.0,140.0,14.052320300042298,False
314,1477,68.0,67.5,14.893103479408309,False
315,1478,343.0,4.0,14.314101644061923,False
316,1483,7.0,1.0,12.21404081517935,False
317,1485,0.0,0.0,,False
318,1487,222.0,217.0,13.773688063110436,False
319,1489,222.0,2.0,14.68997879498459,False
320,1495,81.0,12.0,12.716669671741164,False
321,1497,68.0,67.0,14.893103479408309,False
322,1499,334.0,214.5,13.776686566106692,False
323,1504,192.0,3.0,14.226343054021559,False
324,1510,204.0,2.0,14.605421406956527,False
325,1514,68.0,67.0,14.893103479408309,False
326,1517,68.0,68.0,14.893103479408309,False
327,1521,210.0,19.75,14.41126539251557,False
328,1535,81.0,10.0,12.716669671741164,False
329,1536,221.0,152.25,13.586851825961954,False
330,1545,68.0,67.5,14.893103479408309,False
331,1559,81.0,10.0,12.716669671741164,False
332,1564,16.0,2.0,12.193421527976614,False
333,1569,217.0,3.0,14.800730159277293,False
334,1573,199.0,3.0,14.357462686522593,False
335,1576,224.0,3.0,14.380493733848816,False
336,1577,70.0,10.0,12.619505923287514,False
337,1584,204.0,1.5,14.286967675837992,False
338,1587,7.0,5.0,11.926358742727569,False
339,1596,224.0,153.0,14.070338805544976,False
340,1598,209.0,3.0,14.406492113762912,False
341,1599,220.0,4.5,14.362475228346138,False
342,1601,224.0,3.0,14.139331677031928,False
343,1604,220.0,2.0,13.62487628521536,False
344,1606,308.0,215.0,14.206470979869557,False
345,1615,68.0,67.5,14.893103479408309,False
346,1622,221.0,200.0,13.769173382755909,False
347,1633,68.0,68.0,14.893103479408309,False
348,1642,81.0,10.0,12.716669671741164,False
349,1646,68.0,67.0,14.893103479408309,False
350,1660,350.0,163.5,14.334304351379442,False
351,1661,209.0,184.0,14.14412784929542,False
352,1668,224.0,3.0,14.832478857591873,False
353,1674,81.0,10.0,12.716669671741164,False
354,1679,203.0,0.0,15.293654572714043,False
355,1681,81.0,10.0,12.716669671741164,False
356,1693,1.0,0.0,11.366742954792146,False
357,1705,225.0,203.0,13.647349141067417,False
358,1717,138.0,0.0,15.600849459389407,False
359,1720,221.0,219.0,13.992316934070118,False
360,1723,317.0,26.0,14.640738078881427,False
361,1728,198.0,3.0,14.709099836431369,False
362,1731,68.0,67.0,14.893103479408309,False
363,1732,68.0,67.0,14.893103479408309,False
364,1738,211.0,2.5,14.233694438480214,False
365,1741,217.0,0.5,14.800730159277293,False
366,1748,4.0,1.0,11.654425027243928,False
367,1749,224.0,199.0,13.140802846920801,False
368,1761,81.0,10.0,12.716669671741164,False
369,1769,81.0,10.0,12.716669671741164,False
370,1770,81.0,10.0,12.716669671741164,False
371,1777,8.0,0.0,12.059890135352092,False
372,1782,224.0,216.0,14.581164429310968,False
373,1792,234.0,200.0,13.988850726093633,False
374,1799,331.0,216.0,13.340219933680114,False
375,1806,66.0,1.0,13.764638227590517,False
376,1809,203.0,1.25,14.88818946460588,False
377,1811,230.0,132.0,14.165764934100084,True
378,1814,81.0,10.0,12.716669671741164,False
379,1817,221.0,3.0,14.462320563315854,False
380,1834,233.0,5.25,14.738339866678011,False
381,1836,1.0,0.0,11.366742954792146,False
382,1838,81.0,10.0,12.716669671741164,False
383,1853,203.0,2.25,14.482724356497714,False
384,1864,220.0,1.0,14.680928959464673,False
385,1867,17.0,4.0,12.120514757168527,False
386,1870,220.0,15.0,13.715848063421086,False
387,1874,221.0,146.0,13.62941144038075,False
388,1877,68.0,67.25,14.893103479408309,False
389,1885,68.0,67.0,14.893103479408309,False
390,1887,68.0,67.0,14.893103479408309,False
391,1890,68.0,68.0,14.893103479408309,False
392,1891,68.0,67.0,14.893103479408309,False
393,1892,256.0,197.0,13.916188125717719,False
394,1896,3.0,0.5,11.366742954792146,False
395,1902,220.0,2.0,14.195421143682973,False
396,1906,224.0,25.0,13.888017248751023,False
397,1910,68.0,67.0,14.893103479408309,False
398,1911,68.0,67.0,14.893103479408309,False
399,1921,81.0,10.0,12.716669671741164,False
400,1923,81.0,12.0,12.716669671741164,False
401,1929,68.0,67.0,14.893103479408309,False
402,1945,24.0,3.0,12.753037315912037,False
403,1948,209.0,153.5,14.224170556968957,True
404,1951,222.0,68.5,14.572195759328206,False
405,1953,110.0,0.0,14.457785408150462,False
406,1957,225.0,8.0,14.384948084198196,False
407,1960,68.0,67.0,14.893103479408309,False
408,1974,220.0,16.5,14.275463851356509,False
409,1982,72.0,1.0,13.851649604580148,False
410,1986,203.0,2.5,14.73403878477862,False
411,1988,270.0,204.5,13.632960403615318,False
412,1998,9.0,1.25,11.618057383073053,False
413,1999,70.0,10.0,12.619505923287514,False
414,2000,213.0,63.0,14.243128470713572,False
415,2001,282.0,157.0,13.789774200862059,False
416,2026,220.0,182.25,13.764638227590517,False
417,2027,224.0,3.0,14.070338805544976,False
418,2033,210.0,3.75,14.228943835721616,False
419,2042,68.0,67.0,14.893103479408309,False
420,2044,68.0,67.0,14.893103479408309,False
421,2065,203.0,2.0,14.482724356497714,False
422,2068,0.0,0.0,,False
423,2070,68.0,67.0,14.893103479408309,False
424,2072,68.0,67.0,14.893103479408309,False
425,2073,68.0,68.0,14.893103479408309,False
426,2079,81.0,12.0,12.716669671741164,False
427,2083,81.0,10.0,12.716669671741164,False
428,2084,81.0,10.0,12.716669671741164,False
429,2087,23.0,15.0,12.556327021665984,False
430,2092,232.0,2.0,13.446184496471982,False
431,2107,221.0,203.5,13.82046667714346,False
432,2119,221.0,217.0,14.462320563315854,False
433,2121,224.0,202.0,13.344401802162041,False
434,2122,214.0,131.0,14.024668768711788,False
435,2123,220.0,202.25,13.927157157088292,False
436,2127,17.0,3.0,12.25404614979305,False
437,2131,224.0,213.75,13.281881445180707,False
438,2134,0.0,0.0,,False
439,2142,81.0,10.0,12.716669671741164,False
440,2144,81.0,12.0,12.716669671741164,False
441,2153,206.0,19.0,14.615177581901893,False
442,2155,201.0,0.0,15.060609950417122,False
443,2157,219.0,3.0,14.357919411810277,False
444,2166,68.0,67.0,14.893103479408309,False
445,2174,336.0,199.75,14.41126539251557,False
446,2183,225.0,199.5,14.297936707208567,False
447,2191,224.0,15.25,14.581164429310968,False
448,2205,220.0,218.0,14.680928959464673,False
449,2215,68.0,67.0,14.893103479408309,False
450,2225,212.0,3.0,14.777419080408846,False
451,2226,336.0,3.0,15.104412573075516,False
452,2228,202.0,3.0,15.06557273975925,False
453,2229,220.0,5.0,14.563145923808289,False
454,2233,0.0,0.0,,False
455,2237,14.0,2.0,12.396362371973305,False
456,2241,205.0,6.25,14.492528356594336,False
457,2247,224.0,218.25,14.293482356859187,False
458,2250,200.0,2.75,14.71915017228487,False
459,2254,262.0,21.0,14.632502365559198,False
460,2256,206.0,2.0,14.748708974526414,False
461,2264,68.0,67.0,14.893103479408309,False
462,2266,68.0,67.0,14.893103479408309,False
463,2268,68.0,67.0,14.893103479408309,False
464,2269,68.0,67.0,14.893103479408309,False
465,2278,81.0,10.0,12.716669671741164,False
466,2290,81.0,10.0,12.716669671741164,False
467,2295,220.0,98.75,14.275463851356509,False
468,2297,203.0,2.0,14.88818946460588,False
469,2301,65.0,2.0,13.931692312253684,False
470,2311,224.0,3.0,14.380493733848816,False
471,2313,68.0,67.0,14.893103479408309,False
472,2322,68.0,67.0,14.893103479408309,False
473,2323,0.0,0.0,,False
474,2326,221.0,220.75,14.567681078973681,False
475,2331,17.0,3.0,12.408196829620309,False
476,2354,219.0,12.5,14.676373142928812,False
477,2358,220.0,189.25,14.362475228346138,False
478,2389,155.0,17.0,13.925261421923393,False
479,2397,220.0,0.0,14.563145923808289,False
480,2399,218.0,3.0,14.44865292458719,False
481,2403,68.0,68.0,14.893103479408309,False
482,2405,216.0,197.0,14.34412608967794,False
483,2412,68.0,67.0,14.893103479408309,False
484,2415,222.0,197.5,14.20447097920289,False
485,2417,217.0,197.0,14.549415730996387,False
486,2424,210.0,3.0,14.41126539251557,False
487,2427,207.0,3.0,15.090023835623416,False
488,2433,220.0,184.0,14.457785408150462,False
489,2436,220.0,14.5,14.457785408150462,False
490,2445,198.0,0.0,14.457785408150462,False
491,2447,224.0,1.0,14.986629537419132,False
492,2450,262.0,216.0,13.639250592548915,False
493,2453,1.0,0.0,11.366742954792146,False
494,2455,67.0,2.75,13.491994032503277,False
495,2465,213.0,19.75,14.019984919399363,False
496,2472,81.0,13.0,12.716669671741164,False
497,2475,81.0,12.0,12.716669671741164,False
498,2483,17.0,2.0,12.408196829620309,False
499,2484,21.0,1.0,12.619505923287514,False
500,2489,200.0,1.0,15.055622408906084,False
501,2494,153.0,6.0,13.912274226396582,False
502,2495,17.0,4.0,12.120514757168527,False
503,2502,226.0,3.0,13.896906196168269,False
504,2510,68.0,67.0,14.893103479408309,False
505,2523,227.0,197.25,14.39379769947518,False
506,2528,29.0,29.0,14.73403878477862,False
507,2530,219.0,205.0,13.865442926712483,False
508,2543,68.0,67.0,14.893103479408309,False
509,2544,224.0,208.0,13.733866568923764,False
510,2546,68.0,67.0,14.893103479408309,False
511,2549,81.0,10.0,12.716669671741164,False
512,2550,198.0,8.0,14.863250516258628,False
513,2551,213.0,0.0,14.648593578821735,False
514,2559,12.0,1.0,12.242211692146046,False
515,2565,165.0,1.0,15.086394067572837,False
516,2571,70.0,10.0,12.619505923287514,False
517,2572,220.0,99.5,14.362475228346138,False
518,2577,206.0,1.75,14.748708974526414,False
519,2578,511.0,47.5,15.523671003316016,False
520,2582,14.0,0.0,12.059890135352092,False
521,2588,4.0,1.0,11.654425027243928,False
522,2590,43.0,11.25,13.741648709365819,False
523,2596,347.0,203.75,13.605149822094782,False
524,2603,449.0,201.0,13.60256483162651,False
525,2606,218.0,199.0,14.112180687965978,False
526,2613,220.0,21.0,14.968611031916453,False
527,2614,218.0,201.25,14.6717964759014,False
528,2616,221.0,0.0,15.1554677438758,False
529,2618,68.0,68.0,14.893103479408309,False
530,2620,68.0,68.0,14.893103479408309,False
531,2627,68.0,67.0,14.893103479408309,False
532,2629,68.0,67.0,14.893103479408309,False
533,2631,198.0,2.0,14.863250516258628,False
534,2632,288.0,4.0,13.41878552228387,False
535,2635,209.0,2.25,14.763167057701645,False
536,2638,15.0,2.0,12.283033686666302,False
537,2651,221.0,216.75,14.818995507254586,False
538,2652,200.0,1.0,14.873300852112129,False
539,2654,220.0,1.0,14.680928959464673,False
540,2658,203.0,1.5,14.88818946460588,False
541,2671,66.0,2.0,14.170103335698682,False
542,2674,203.0,70.0,14.73403878477862,False
543,2675,207.0,1.0,14.907702278829461,False
544,2680,68.0,0.0,14.893103479408309,False
545,2681,217.0,3.0,14.800730159277293,False
546,2683,68.0,34.0,14.487638371300145,False
547,2684,68.0,67.0,14.893103479408309,False
548,2690,68.0,50.25,14.893103479408309,False
549,2692,81.0,12.0,12.716669671741164,False
550,2697,81.0,10.0,12.716669671741164,False
551,2711,81.0,10.0,12.716669671741164,False
552,2721,219.0,1.0,14.453229591614603,False
553,2723,206.0,64.25,14.296723850783357,False
554,2725,196.0,2.0,14.85309814479461,False
555,2727,207.0,65.0,14.39687665506347,False
556,2742,68.0,68.0,14.893103479408309,False
557,2746,23.0,2.0,12.892799258287196,False
558,2747,222.0,1.75,14.977660867436372,False
559,2750,205.0,6.0,14.610311392250718,False
560,2751,68.0,67.0,14.893103479408309,False
561,2753,68.0,67.0,14.893103479408309,False
562,2754,219.0,39.75,14.453229591614603,False
563,2756,220.0,164.0,14.814460352089196,True
564,2759,66.0,0.5,14.170103335698682,False
565,2763,222.0,215.5,14.371525063866056,False
566,2771,205.0,8.5,14.743842784875241,False
567,2780,44.0,0.0,15.150932588710408,False
568,2788,68.0,67.0,14.893103479408309,False
569,2792,3.0,1.0,11.366742954792146,False
570,2804,213.0,178.0,14.243128470713572,False
571,2805,217.0,3.0,14.549415730996387,False
572,2816,220.0,203.5,14.680928959464673,False
573,2818,42.0,0.0,14.41126539251557,False
574,2819,68.0,67.0,14.893103479408309,False
575,2820,219.0,195.5,14.558590107272428,False
576,2821,216.0,12.25,14.796111213420998,True
577,2831,197.0,40.5,14.5705051418503,True
578,2835,221.0,141.0,14.2799990065219,False
579,2838,219.0,16.0,14.676373142928812,False
580,2839,210.0,4.0,14.767940336454302,False
581,2840,68.0,0.0,15.586250659968254,False
582,2845,35.0,1.0,14.228943835721616,False
583,2851,17.0,1.0,12.813661937728472,False
584,2856,5.0,1.0,11.589886506106357,False
585,2864,203.0,21.0,14.600507392154098,False
586,2866,218.0,1.0,15.364943656461346,False
587,2872,218.0,2.0,14.95947854835318,False
588,2874,68.0,67.0,14.893103479408309,False
589,2897,81.0,10.0,12.716669671741164,False
590,2898,6.0,0.0,12.059890135352092,False
591,2907,145.0,2.5,14.040891604218675,False
592,2912,210.0,2.5,14.767940336454302,False
593,2916,217.0,202.0,14.348745035534236,False
594,2923,220.0,201.5,14.563145923808289,False
595,2933,427.0,200.0,14.938620318232772,False
596,2949,221.0,14.5,14.567681078973681,False
597,2950,219.0,214.25,14.809904535553335,False
598,2951,210.0,1.0,14.922091016281561,False
599,2952,68.0,67.0,14.893103479408309,False
600,2954,68.0,0.0,14.893103479408309,False
601,2969,81.0,10.0,12.716669671741164,False
602,2971,81.0,10.0,12.716669671741164,False
603,2975,81.0,12.0,12.716669671741164,False
604,2977,70.0,10.0,12.619505923287514,False
605,2979,81.0,10.0,12.716669671741164,False
606,2984,70.0,10.0,12.619505923287514,False
607,3006,192.0,16.0,14.321653233825883,True
608,3015,336.0,147.75,14.350640770699135,False
609,3016,220.0,3.0,14.814460352089196,False
610,3023,224.0,3.0,14.69894746496735,False
611,3025,66.0,2.0,13.764638227590517,False
612,3033,65.0,0.0,14.154835863567893,False
613,3037,205.0,3.5,15.080315021496455,False
614,3050,68.0,67.0,14.893103479408309,False
615,3057,219.0,150.5,14.453229591614603,False
616,3061,207.0,2.75,14.907702278829461,False
